订单号,下单时间,订单总价,订单状态,商品名称
285075683846,2023-11-05 18:07:12,1599.00,已完成,小天鹅（LittleSwan）滚筒洗衣机全自动家用【TG100APURE】10公斤 除菌螨 以旧换新 超薄 一级能效 家电国家补贴
285073818919,2023-11-05 18:07:12,总额 0.00,已完成,压缩机/电机10年换新保+清洗服务
284692644776,2023-10-31 20:01:00,179.20,已完成,速比涛（Speedo）训练脚蹼短脚蹼舒适专业游泳装备浮水潜水脚蹼踢水练习柔韧硅胶 红色 40-42
283171093816,2023-10-31 20:00:32,127.20,已完成,阿瑞娜（arena） arena阿瑞娜 手蹼划手掌 游泳装备大人儿童初学者学游泳神器 绿色(GRN) M
282859373301,2023-10-26 11:08:28,216.65,已完成,速比涛（Speedo）训练脚蹼短脚蹼舒适专业游泳装备浮水潜水脚蹼踢水练习柔韧硅胶 红色 40-42
276555648916,2023-09-21 10:06:02,138.00,已完成,英发（YINGFA）游泳呼吸管 专业训练浮潜换气呼吸器前置自由泳全湿式换气管 黑色
275881069232,2023-08-24 10:43:01,59.00,已完成,英发（YINGFA）浮板游泳训练助泳板成人儿童A字三角板初学者练习游泳装备打水板
279298962479,2023-08-22 18:25:36,16.00,已完成,尚童系列【21册含套装】 儿童经典绘本 帮助孩子养成良好的生活习惯 促进并完善孩子认知 尚童 牙婆婆
278630488175,2023-08-08 09:42:43,55.00,已完成,相信自己能做到·亲子成长系列绘本（套装共七册）
278547058082,2023-08-04 22:03:47,95.00,已完成,飞利浦(PHILIPS)HDMI线2.0版4K高清线 支持3DArc视效 笔记本电脑电视机顶盒投影连接线 5米
275199241206,2023-08-03 15:44:52,99.00,已完成,阿瑞娜arena游泳帽原装进口硅胶防水泳帽 男女通用长发护耳 高弹舒适 休闲训练比赛泳帽 ARN6400E-BSV 黑色
278250369643,2023-07-27 14:09:38,899.00,已完成,博朗（BRAUN）朱一龙同款剃须刀电动雷霆7系礼盒款整机往复式刮胡刀礼盒男士送男朋友生日礼物送男友送老公
277728327404,2023-07-14 14:57:56,175.00,已完成,铁三角 CK350iS 立体声入耳式耳机 手机耳机 电脑游戏耳机 带麦可通话 苹果安卓通用 学生网课 白色
273477043775,2023-06-03 21:52:38,13.80,已完成,欧乐多德国304不锈钢水果西瓜挖球器哈密瓜冰淇淋勺子挖球器圆球水果勺 榉木304小圆挖球勺
275485183744,2023-05-27 14:23:42,289.00,已完成,飞利浦（PHILIPS）电动剃须刀3系高配版礼盒 干湿双剃刮胡刀 配弹出式鬓角修剪器 新年礼物 送男友 送老公
271447675711,2023-05-20 09:33:13,0.00,已完成,京东养车京东养车服务
271410218288,2023-05-19 13:21:09,0.00,已完成,1号会员店尊享年卡 实体卡 送12箱可生食鸡蛋或12箱3.6g乳蛋白全脂纯牛奶
271400132984,2023-05-19 13:21:09,339.00,已完成,佳奥靠枕床头靠垫床上靠背垫呵护腰垫沙发靠垫榻榻米睡觉腰靠床头软包
273543664099,2023-05-16 21:00:15,1676.00,已完成,德国马牌（Continental）轮胎/汽车轮胎 195/55R15 85V CC6 FR 适配凯越/利亚纳/悦翔V5
273492109837,2023-05-16 21:00:15,总额 0.00,已完成,轮胎三年无忧质保
273242036904,2023-05-15 11:40:17,49.90,已完成,美的（Midea）电蚊拍灭蚊拍紫光诱蚊灭蚊灯灭蚊器蚊子拍电蚊香苍蝇神器 [电蚊拍]WP06 +大网面
269657310068,2023-05-10 21:29:55,119.00,已完成,赛柏瑞斯（cyboris）便携式迷你蓝牙音箱家用浴室防水户外运动跑步骑行手机无线小音响老人儿童随身音乐播放器插卡外放 石墨黑(水面漂浮IPX7防水) 标配（无内存卡）
269534331289,2023-05-09 15:47:15,839.00,已完成,Vidda 海信电视43英寸 R43 全高清 智能语音 1+8G 超薄智能教育游戏护眼液晶电视以旧换新43V1F-R
269614975616,2023-04-21 21:01:01,199.00,已完成,欧普（OPPLE）AAA级护眼灯无蓝光LED感应调光书桌护眼灯儿童学习台灯家用元悦2S
251182359044,2022-09-03 00:21:29,,,
251115440845,2022-09-03 00:21:29,99.00,已完成,罗技（Logitech）MK275 键鼠套装 无线键鼠套装 办公键鼠套装 全尺寸 商务键鼠套装 带无线2.4G接收器 黑蓝色
248844811593,2022-06-18 10:35:20,90.00,已完成,罗技（Logitech）MK275 键鼠套装 无线键鼠套装 办公键鼠套装 全尺寸 商务键鼠套装 带无线2.4G接收器 黑蓝色
248781794413,2022-06-18 10:35:20,,,
248846258468,2022-06-18 10:18:10,1599.00,已完成,三星（SAMSUNG）27英寸 2K IPS 旋转升降底座 FreeSync HDMI接口 窄边框 T70F 高清电脑显示器 F27T700QQC
243113647015,2022-04-27 20:39:46,189.00,已完成,飞利浦（PHILIPS）男士电动剃须刀干湿双剃快充胡须刀刮胡刀1系(S1203)升级S2302男士礼物
238523108175,2022-02-08 12:57:31,129.00,已完成,Apple 苹果耳机原装3.5毫米线控入耳式耳机有线手机耳塞圆孔iPhone6s/4/5/6/iPad/mini5平板电脑earpods 3.5mm圆头ipad平板Mac苹果耳机
232165406183,2021-11-11 00:13:45,4799.00,已完成,Apple iPhone 12 (A2404) 128GB 红色 支持移动联通电信5G 双卡双待手机
232090678213,2021-11-10 20:00:11,699.00,已完成,永艺  电脑椅 办公椅家用 人体工学椅老板椅可躺 坐背联动网布椅学习椅 转椅 座椅 Mellet黑色
221388532966,2021-09-04 14:40:44,1225.00,已完成,永艺  电脑椅 办公椅家用 人体工学椅老板椅可躺 坐背联动网布椅学习椅 转椅 座椅 Mellet黑色
218044514992,2021-08-18 14:42:36,279.00,已完成,雷蛇(Razer) 炼狱蝰蛇V2 标准版有线鼠标 人体工学 电竞游戏 右手通用型 RGB幻彩灯效  黑色
