id,amount,payee,category,description,account_type,payment_type,consumer,flow_type,tag,abc_type,cost_type,trans_time,creation_time,modification_time
45,14,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-24 00:07:15","2025-03-04 02:29:20","2025-03-04 02:29:20"
46,13.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-24 00:04:20","2025-03-04 02:29:20","2025-03-04 02:29:20"
47,13,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-24 00:02:09","2025-03-04 02:29:20","2025-03-04 02:29:20"
48,4.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 23:56:52","2025-03-04 02:29:20","2025-03-04 02:29:20"
49,15,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 23:53:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
50,11,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 23:47:59","2025-03-04 02:29:20","2025-03-04 02:29:20"
51,43,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 23:46:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
52,58,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 23:43:53","2025-03-04 02:29:20","2025-03-04 02:29:20"
53,150,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 23:38:42","2025-03-04 02:29:20","2025-03-04 02:29:20"
54,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-23 11:44:48","2025-03-04 02:29:20","2025-03-04 02:29:20"
55,9,,"[10000,10004]","胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信","2","1","3","1","2",,"3","2021-11-23 11:23:32","2025-03-04 02:29:20","2025-03-04 02:29:20"
56,68,,"[90000,90001]","神牛影智专卖店,背景架横杆伸缩杆 3米背景支架背景布纸可调节横臂悬架摄影棚附件","2","1","2","1","2",,"2","2021-11-23 07:01:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
57,99,,"[90000,90001]","劲游旗舰店,单色背景纸纯色背景布影楼淘宝网店拍照摄影拍摄拍图背景白色黑色","2","1","2","1","2",,"2","2021-11-23 07:01:19","2025-03-04 02:29:20","2025-03-04 02:29:20"
58,9,,"[10000,10004]","胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信","2","1","3","1","2",,"3","2021-11-22 11:31:40","2025-03-04 02:29:20","2025-03-04 02:29:20"
59,78.2,,"[10000,10002]","沃尔玛购物广场长沙观沙路店,超市商品","2","1","3","1","1",,"1","2021-11-22 11:28:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
60,13,,"[10000,10004]","长沙市远觉饮品有限公司,二维码支付","2","1","3","1","2",,"3","2021-11-22 10:57:40","2025-03-04 02:29:20","2025-03-04 02:29:20"
61,15,,"[100000,100003]",",淘宝现金红包提现","2","1","2","2","",,"1","2021-11-20 05:50:35","2025-03-04 02:29:20","2025-03-04 02:29:20"
62,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:51:50","2025-03-04 02:29:20","2025-03-04 02:29:20"
63,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:51:24","2025-03-04 02:29:20","2025-03-04 02:29:20"
64,47,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:47:53","2025-03-04 02:29:20","2025-03-04 02:29:20"
65,22,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:44:01","2025-03-04 02:29:20","2025-03-04 02:29:20"
66,7.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:41:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
67,32,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:36:47","2025-03-04 02:29:20","2025-03-04 02:29:20"
68,2.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:26:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
69,16.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:25:06","2025-03-04 02:29:20","2025-03-04 02:29:20"
70,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:21:06","2025-03-04 02:29:20","2025-03-04 02:29:20"
71,4.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:19:40","2025-03-04 02:29:20","2025-03-04 02:29:20"
72,16.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:17:22","2025-03-04 02:29:20","2025-03-04 02:29:20"
73,3.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:14:34","2025-03-04 02:29:20","2025-03-04 02:29:20"
74,18,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:11:49","2025-03-04 02:29:20","2025-03-04 02:29:20"
75,21.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:09:21","2025-03-04 02:29:20","2025-03-04 02:29:20"
76,15.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-20 01:01:55","2025-03-04 02:29:20","2025-03-04 02:29:20"
77,6,,"[10000,10004]","星巴克(24品购物中心店),湖北星巴克咖啡有限公司","2","1","3","1","2",,"3","2021-11-18 11:13:30","2025-03-04 02:29:20","2025-03-04 02:29:20"
78,28.55,,"[10000,10002]","沃尔玛购物广场长沙观沙路店,超市商品","2","1","3","1","1",,"1","2021-11-18 11:01:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
79,68.8,,"[90000,90001]","拼多多平台商户,商户单号XP1221111716500330143821008127","2","1","2","1","2",,"2","2021-11-17 08:40:23","2025-03-04 02:29:20","2025-03-04 02:29:20"
80,30,,"[90000,90001]","拼多多平台商户,商户单号XP1621111610500252134320000854","2","1","2","1","2",,"2","2021-11-16 02:49:14","2025-03-04 02:29:20","2025-03-04 02:29:20"
81,25.8,,"[90000,90001]","拼多多平台商户,商户单号XP2321111610200720477778002689","2","1","2","1","2",,"2","2021-11-16 02:27:31","2025-03-04 02:29:20","2025-03-04 02:29:20"
82,23.76,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:52:33","2025-03-04 02:29:20","2025-03-04 02:29:20"
83,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:40:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
84,29,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:37:18","2025-03-04 02:29:20","2025-03-04 02:29:20"
85,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:35:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
86,14,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:29:30","2025-03-04 02:29:20","2025-03-04 02:29:20"
87,10,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:25:38","2025-03-04 02:29:20","2025-03-04 02:29:20"
88,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:23:44","2025-03-04 02:29:20","2025-03-04 02:29:20"
89,4.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:19:00","2025-03-04 02:29:20","2025-03-04 02:29:20"
90,4.1,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:18:24","2025-03-04 02:29:20","2025-03-04 02:29:20"
91,5.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:17:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
92,4.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:16:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
93,5.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:15:20","2025-03-04 02:29:20","2025-03-04 02:29:20"
94,32,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:04:42","2025-03-04 02:29:20","2025-03-04 02:29:20"
95,107,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-16 00:02:45","2025-03-04 02:29:20","2025-03-04 02:29:20"
96,68,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-15 23:56:16","2025-03-04 02:29:20","2025-03-04 02:29:20"
97,64,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-15 23:54:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
98,116,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-15 23:49:54","2025-03-04 02:29:20","2025-03-04 02:29:20"
99,177,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-15 23:46:36","2025-03-04 02:29:20","2025-03-04 02:29:20"
100,133.38,,"[10000,10002]","天猫超市,【2021当季新米】十月稻田东北大米长粒香大米 10kg大米20斤粳米","2","1","3","1","1",,"1","2021-11-15 08:51:44","2025-03-04 02:29:20","2025-03-04 02:29:20"
101,80.49,,"[10000,10002]","沃尔玛购物广场长沙观沙路店,超市商品","2","1","3","1","1",,"1","2021-11-14 11:22:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
102,200,,"[60000,60003]","牛晓红,转账到银行卡-爸养老金","2","1","7","1","3",,"1","2021-11-14 00:45:58","2025-03-04 02:29:20","2025-03-04 02:29:20"
103,41.8,,"[10000,10004]","饿了么,周黑鸭(长沙凯德壹中心店)外卖订单","2","1","3","1","2",,"3","2021-11-13 11:30:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
104,11.88,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:40:14","2025-03-04 02:29:20","2025-03-04 02:29:20"
105,6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:37:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
106,48,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:35:23","2025-03-04 02:29:20","2025-03-04 02:29:20"
107,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:31:08","2025-03-04 02:29:20","2025-03-04 02:29:20"
108,4.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:26:44","2025-03-04 02:29:20","2025-03-04 02:29:20"
109,23,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:24:59","2025-03-04 02:29:20","2025-03-04 02:29:20"
110,22,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:13:49","2025-03-04 02:29:20","2025-03-04 02:29:20"
111,8.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:09:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
112,30,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 02:07:34","2025-03-04 02:29:20","2025-03-04 02:29:20"
113,36.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 01:58:32","2025-03-04 02:29:20","2025-03-04 02:29:20"
114,113.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-11-12 01:56:37","2025-03-04 02:29:20","2025-03-04 02:29:20"
115,22.8,,"[10000,10004]","三养食品旗舰店,【狂欢价】韩国进口三养SAMYANG火鸡面巨辣网红泡面速食拉面拌面方便面5连包","2","1","3","1","2",,"3","2021-11-11 13:34:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
116,22.23,,"[10000,10004]","养养旗舰店,【狂欢价】泰国进口养养冬阴功酸辣虾方便面70g10包yumyum速食泰式泡面拉面","2","1","3","1","2",,"3","2021-11-11 13:34:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
117,23.86,,"[10000,10004]","劲仔旗舰店,【狂欢价】劲仔小鱼干深海小鱼仔湖南特产香辣小黄鱼麻辣海味零食小吃旗舰店","2","1","3","1","2",,"3","2021-11-11 13:34:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
118,106.84,,"[50000,50006]","flyco飞科官方旗舰店,【狂欢价】飞科理发器电推剪理发神器自己剪剃发电推子家用剃头发电动剃头刀","2","1","3","1","3",,"1","2021-11-11 13:34:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
119,59.55,,"[50000,50005]","施华蔻官方旗舰店,【狂欢价】施华蔻泡泡染发剂自己在家染发2021流行色显白泡沫染发膏女黑茶色","2","1","2","1","2",,"1","2021-11-11 05:35:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
120,43.6,,"[50000,50001]","尼多熊旗舰店,【狂欢价】尼多熊婴儿袜子春秋冬纯棉中长筒儿童袜半筒新生儿男女宝宝堆堆袜 等多件","2","1","4","1","2",,"1","2021-11-11 05:35:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
121,78.71,,"[50000,50003]","图拉斯旗舰店,【狂欢价】图拉斯苹果12手机壳iPhone12ProMax透明防摔Pro硅胶Max保护套Mini全包镜头新款网红潮牌 等多件","2","1","2","1","2",,"1","2021-11-11 05:35:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
122,938,,"[50000,50005]","pola海外旗舰店,【狂欢价】日本POLA宝丽美白丸180粒口服内服全身淡斑褪黑色素抗糖美白片 等多件","2","1","2","1","2",,"1","2021-11-11 02:27:40","2025-03-04 02:29:20","2025-03-04 02:29:20"
123,70.49,,"[50000,50005]","宝洁官方旗舰店,【狂欢价】护舒宝秒吸云感棉卫生巾正品姨妈巾日用夜用组合装官方旗舰店","2","1","2","1","2",,"1","2021-11-10 16:39:53","2025-03-04 02:29:20","2025-03-04 02:29:20"
124,23.19,,"[50000,50004]","靓洁家居专营店,【狂欢价】靓涤垃圾袋抽绳式家用加厚钢袋手提式自动收口厨房圾圾塑料袋大号","2","1","3","1","3",,"1","2021-11-10 16:39:53","2025-03-04 02:29:20","2025-03-04 02:29:20"
125,77.42,,"[50000,50005]","沪芯居家日用专营店,ABC卫生巾女日用夜用280mm超薄姨妈巾组合装整箱批官方正品旗舰店 等多件","2","1","2","1","2",,"1","2021-11-10 16:39:53","2025-03-04 02:29:20","2025-03-04 02:29:20"
126,800,,"[50000,50005]","雅诗兰黛官方旗舰店,【预售-倒计时】雅诗兰黛面部精华 第七代小棕瓶精华液 修护淡纹","2","1","2","1","2",,"1","2021-11-10 16:30:21","2025-03-04 02:29:20","2025-03-04 02:29:20"
127,666.38,,"[90000,90001]","西数官方旗舰店,WD西部数据移动硬盘4t西数My Book 4tb高速大容量数据存储 电脑外置机械硬盘 桌面式加密USB3.0兼容苹","2","1","2","1","2",,"2","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
128,121.67,,"[50000,50005]","medrepair米蓓尔旗舰店,【狂欢价】【立即抢购】米蓓尔蓝绷带面膜涂抹式修护清洁泥膜补水保湿","2","1","2","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
129,24.16,,"[50000,50002]","优全生活旗舰店,【6包】湿厕纸80抽家庭实惠装湿巾擦屁屁股女性男私处可冲大包装","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
130,77.93,,"[50000,50002]","洁柔旗舰店,【狂欢价】洁柔卷纸卫生纸纸巾 face有芯家用实惠装140g卷筒纸厕纸27卷整箱","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
131,31.51,,"[50000,50001]","惠夫人旗舰店,【狂欢价】买一送一防水居家棉拖鞋女士保暖防滑冬季家用可拆卸拆洗情侣室内","2","1","2","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
132,34.69,,"[10000,10001]","荣放旗舰店,【狂欢价】3斤东北黑龙江特产手工土豆粉条马铃薯洋芋正粉丝宗无添加干粉条","2","1","3","1","1",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
133,17.76,,"[50000,50005]","perfectdiary旗舰店,【狂欢价】完美日记双头自动六角眉笔防水防汗不易脱色持久","2","1","2","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
134,220.48,,"[50000,50006]","华元宠物用品专营店,蓝氏狗粮33磅去泪痕鸡肉燕麦通用型幼犬成犬金毛萨摩耶马犬大型犬","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
135,39.93,,"[50000,50004]","麦恩诗旗舰店,【狂欢价】麦恩诗垃圾袋家用手提式加厚批发大号实惠装背心厨房超黑色塑料袋","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
136,45.2,,"[80000,80003]","阿里健康大药房,【狂欢价】【王一博同款】UNICHARM尤妮佳省水化妆棉卸妆棉湿敷柔软舒适2盒","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
137,58.36,,"[50000,50008]","胜保罗旗舰店,镜前灯 卫生间led免打孔浴室镜柜灯卫浴镜子灯北欧简约壁灯","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
138,171.93,,"[50000,50001]","babylove旗舰店,【狂欢价】babylove宝宝夹棉分体套装婴儿保暖加厚棉服秋冬装高腰护肚两件套 等多件","2","1","4","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
139,109.59,,"[50000,50002]","宝洁官方旗舰店,【立即抢购】佳洁士美白牙贴闪耀炫白3d牙膜去黄洁白官方10对20片","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
140,414.7,,"[50000,50005]","lancome兰蔻官方旗舰店,【狂欢价】【双11抢购】兰蔻明星粉水 补水保湿滋润爽肤水 水润柔肤水","2","1","2","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
141,77.01,,"[50000,50001]","童泰河北专卖店,【狂欢价】童泰秋冬装婴儿衣服宝宝内衣套装纯棉男女儿童秋衣套装全棉睡衣 等多件","2","1","4","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
142,49.45,,"[50000,50005]","无印良品muji官方旗舰店,【狂欢价】无印良品 MUJI 霍霍巴精油","2","1","2","1","2",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
143,109.12,,"[50000,50002]","科雷家居专营店,威猛先生84消毒液家用杀菌白色衣物宠物除霉消毒水漂白剂增白去黄 等多件","2","1","3","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
144,94.11,,"[50000,50002]","堡迪斯旗舰店,陶瓷宝宝辅食锅婴儿煎煮一体儿童专用锅搪瓷无劣质涂层不粘小奶锅","2","1","4","1","3",,"1","2021-11-10 16:06:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
