订单号,下单时间,订单总价,订单状态,商品名称
299079232607,2024-10-30 18:13:50,10.84,已完成,漫花400张5层家用纸巾抽纸整箱实惠装餐巾纸卫生纸家庭装婴儿擦手 10包【170mm*118mm*400张】
304421740615,2024-10-27 13:07:14,17.80,已完成,胜为（shengwei）8字电源线国标两插双孔 适用APPLE TV/mac mini/PS4/5/音响/电视盒子/相机通用连接线2米 WPC1002G
298856122196,2024-10-26 20:49:15,118.54,已完成,爱酷熊（AIKUUBEAR）畅吸纸尿裤XL92片尿不湿婴童加大码超薄大吸量男女通用国货精选
304007142179,2024-10-23 13:27:59,23.63,已完成,安可新 婴儿湿巾手口湿纸巾80片*5包 新生儿纸巾宝宝柔湿巾
298258050872,2024-10-22 22:44:05,187.38,已完成,苏泊尔（SUPOR）电热水龙头即热式速热过水快速加热卫生间电热水器卫浴台盆热水宝 黑色（漏保插头款）
303472169294,2024-10-16 09:25:45,37.62,已完成,高洁丝阳光烘烘海岛棉纯棉卫生巾8包64片日夜全周期组合超薄姨妈巾
297795512574,2024-10-13 21:37:13,62.27,已完成,爱酷熊（AIKUUBEAR）畅吸拉拉裤XXXL80全包臀婴儿男女通用超薄透气尿不湿（16-18kg）
301706931617,2024-09-29 16:11:37,5.24,已完成,2024年新版 武汉CITY城市地图（湖北省武汉市交通旅游地图 武汉游览图 武汉城区地图）自驾游旅行“急救包”环保材质
296995593461,2024-09-23 20:59:32,117.90,已完成,爱酷熊（AIKUUBEAR）畅吸纸尿裤XL92片尿不湿婴童加大码超薄大吸量男女通用国货精选
297029403194,2024-09-21 10:57:41,24.66,已完成,雨虹防水 WS101厨卫防霉中性硅酮 玻璃胶 密封胶 厨卫填缝马桶收边胶 透明
300767311566,2024-09-11 23:03:42,8.42,已完成,貝印进口安全修眉刀3把装 防护网 不伤肤新手可用
296705244154,2024-09-11 14:23:25,24.35,已完成,美肤语面部化妆刷套装6件眼影刷腮红刷遮瑕刷散粉刷修容刷晕染刷MF8260
300810245737,2024-09-11 14:18:58,43.21,已完成,三资堂【情人节】睫毛膏防汗防水不晕染纤长卷翘持久自然打底定型新手 一支装 【赠太阳花睫毛夹*1】 纤长卷翘 持久定型不结块
300801033185,2024-09-11 14:18:58,150.08,已完成,3CE九宫格九色眼影盘裸粉奶茶DEARNUDE奶茶盘哑光女神节礼物送女友
300801010849,2024-09-11 14:18:58,49.85,已完成,Tfit三色遮瑕盘bb霜遮瑕笔修容笔棒遮痘痘黑眼圈高光美妆 tfit三色遮瑕膏
296537112789,2024-09-10 07:09:21,7.46,已完成,HB眼镜鼻托套装*5对+螺丝刀 气囊鼻垫鼻托螺丝硅胶防滑耳钩眼镜配件
296604989852,2024-09-09 14:50:45,111.61,已完成,乐高（LEGO）积木拼装10713 创意手提箱男孩女孩儿童玩具生日礼物
300670401702,2024-09-08 17:18:58,28.47,已完成,雨虹防水 WS101厨卫防霉玻璃胶 防霉密封胶 防水高弹 厨卫马桶收边胶 白色
296538586175,2024-09-07 15:50:54,27.73,已完成,百慕倾臣 8cm厚底洞洞鞋女增高夏季外穿DIY新款护士沙滩防滑松糕包头凉鞋 黑色【米黑煤球】 38-39 正码（内长240MM）
296577718072,2024-09-07 15:47:39,273.68,已完成,九日山拳击手套 成人散打武术搏击专业拳套打沙包手套训练器材 黑色 8oz
300596976773,2024-09-07 00:42:27,28.81,已完成,回力帽子女夏季防晒遮阳帽防紫外线黑胶空顶帽洋气草编帽大帽檐太阳帽 卡其黑 均码【送防风绳】
296577119857,2024-09-07 00:32:38,22.39,已完成,妆羽婉遮阳帽女夏季大帽檐遮脸防晒帽防紫外线长丝带可编发空顶太阳帽 黑色飘带防风绳 升级款-14CM大帽檐
296361571962,2024-09-01 07:48:43,40.62,已完成,宜婴新梦想家拉拉裤超薄透气婴儿小内裤男女宝宝通用学步裤干爽尿不湿 【4包更优惠】拉拉裤3XL32片
296352523161,2024-09-01 07:48:43,6.90,已完成,宜婴弱酸红花山茶裤XL码敏感肌适用拉拉裤超薄透气小内裤尿不湿 拉拉裤XXL码6片【15kg以上】
296253111057,2024-08-28 11:31:39,47.52,已完成,西游记（上中下3册）四大名著原著大字本：《语文》推荐阅读丛书 人民文学出版社
295943463612,2024-08-19 13:56:13,108.50,已完成,爱他美（Aptamil）【卓萃升级版】卓傲较大婴儿配方奶粉 （6-12月龄   2段）300g
295995073843,2024-08-19 13:54:22,58.22,已完成,小皮（Little Freddie）有机高铁米粉蓝莓香蕉多种谷物味160g*1盒 婴幼儿辅食营养米糊
295733933462,2024-08-15 11:02:38,82.34,已完成,瓦克（WACKER）DA防霉玻璃胶厨卫专用密封胶防水美容胶中性马桶封边硅胶白色1支
295876640371,2024-08-15 10:52:15,86.98,已完成,雨虹防水 WS101厨卫防霉玻璃胶 防霉密封胶 防水高弹 厨卫马桶收边胶 白色
299221183532,2024-08-07 07:52:43,69.55,已完成,安可新全新升级婴儿一次性隔尿垫92片33*45cm云柔护理垫新生儿防水透气
299220168685,2024-08-07 07:52:43,6.37,已完成,可心柔（COROU）柔纸巾抽纸保湿纸3层40抽*5包S码柔纸巾便携云柔巾
299035365097,2024-07-31 18:20:44,9.14,已完成,谷妈咪7:1多彩蔬菜面条不添加食用盐多彩蔬菜营养小面条 7:1多彩蔬菜280g
299035316329,2024-07-31 18:20:44,2.90,已完成,英氏（Engnice）婴幼儿加钙面条原味尝鲜装40g 宝宝辅食营养线面细面主食
298972652428,2024-07-31 18:20:44,14.06,已完成,陈克明面条 儿童蔬菜杂粮280g*2包 不添加食用盐儿童营养面条
299004954401,2024-07-31 07:14:34,104.96,已完成,世喜咬咬乐婴儿吃水果宝宝安抚牙胶果蔬推进式辅食器L码+咬袋L码
299000173472,2024-07-30 22:51:27,128.36,已完成,小米（MI）红米Redmi手环2 梦境白 智能手环 血氧检测 超长续航 小米手环 运动手环 送男友送女友
295345915635,2024-07-26 10:33:05,5.64,已完成,飞利浦（PHILIPS） LED筒灯高显防眩孔径75mm嵌入式天花过道三色孔灯超薄桶洞筒射灯 超薄3.5W【开孔70-80mm】 中性光4000k
295315295184,2024-07-24 23:33:12,25.55,已完成,沙宣发胶喷雾定型喷雾刘海定型男士女士卷发高颅顶自然蓬松50ml旅行装
295267711257,2024-07-24 10:06:27,65.66,已完成,锋味派火山石烤肠纯肉香肠儿童早餐火腿肠台湾脆皮热狗肠烧烤空炸食材 【单盒装】原味黑猪肉 400g
298761536389,2024-07-24 10:02:08,73.70,已完成,九阳（Joyoung）婴儿辅食机 小型多功能打泥搅拌机宝宝料理机 绞馅碎肉机高硼硅玻璃S3-LA166(S)
295276381432,2024-07-24 06:05:52,287.56,已完成,飞利浦（PHILIPS）明装轨道插座可移动插座轨道导轨插座滑动排插餐边柜带灯50厘米轨道+3个适配器SPB5431B/93
295147600438,2024-07-24 06:05:52,27.68,已完成,固特（GUTE）抽屉轨道三节抽屉导轨家装五金配件滑轨黑色2只装12寸(30cm)
298525300845,2024-07-19 17:08:09,16.40,已完成,爸爸妈妈感统训练玩具跳圈圈环体能圈跳房子幼儿园儿童运动器材敏捷圈格子
295156164088,2024-07-19 11:31:21,19.95,已完成,TELESIN转接头适配gopro机身配件三脚架转换座手机夹运动相机同向异向转接螺丝action3配件 磁吸挂脖接头（不含螺丝）
298380672906,2024-07-14 11:08:54,88.64,已完成,九阳（Joyoung）电炖锅电炖盅隔水炖锅煲汤锅炖汤盅蒸锅多功能锅婴儿辅食锅煮粥锅燕窝可预约1L迷你煮粥煲GD103
298298314921,2024-07-11 23:22:09,68.83,已完成,VEZO【联赛推荐】手机散热器半导体制冷直播降温吃鸡神器王者荣耀适用苹果小米华为黑鲨红魔冰封背夹 【直播散热款】双核制冷｜秒速降温｜带直播孔
294627164665,2024-06-28 20:57:32,36.12,已完成,安可新 婴儿隔尿垫一次性纸尿垫护理垫婴儿尿片透气婴儿隔尿垫防水尿垫 70片 35*45cm轻薄款*2包
297616691456,2024-06-23 16:16:43,277.51,已完成,绿巨能 HDMI视频采集卡直播4K60HZ帧 相机高清录制ps5/xbox/Switch/ipad摄像机游戏笔记本电脑手机USB3.0
297616654752,2024-06-23 16:16:43,38.81,已完成,绿巨能（llano）Micro HDMI转HDMI2.0转接线 4K60Hz高清转换线 笔记本电脑平板相机便携屏连显示器电视2米
294366846070,2024-06-22 20:32:54,11.80,已完成,海氏海诺 一次性使用医用外科口罩100只 无菌三层平面型防尘成人灭菌级
297228477925,2024-06-17 09:08:53,44.56,已完成,子初婴儿一次性隔尿垫床垫防水透气护理垫宝宝尿垫换尿片垫不回渗床垫 隔尿垫33*45cm【105片】
293188967807,2024-05-21 14:14:01,89.00,已完成,Kocotreekk树儿童泳衣裤女孩分体泳衣A类男童女童游泳长袖防晒中大童泳装
295136978982,2024-05-21 11:34:21,49.40,已完成,361°游泳速干浴巾运动毛巾斗篷浴袍男健身专用浴巾吸水女沙滩毛巾
295097465185,2024-05-20 21:34:11,91.62,已完成,爱酷熊（AIKUUBEAR）畅吸纸尿裤XL46片尿不湿婴童儿超薄大吸量男女通用 (11.5-14kg)
293005229621,2024-05-18 20:54:34,32.72,已完成,安可新 婴儿隔尿垫一次性纸尿垫护理垫婴儿尿片透气婴儿隔尿垫防水尿垫 70片 35*45cm轻薄款*2包
293696155784,2024-05-11 19:56:11,30.54,已完成,爱酷熊（AIKUUBEAR）畅吸纸尿裤L48片尿不湿婴童大号超薄大吸量透气尿裤（8-11.5kg）
292490009134,2024-04-22 22:16:08,68.66,已完成,好奇Huggies 金装纸尿裤 婴儿尿不湿超薄柔软超大吸力透气 L46片【9-14kg】
291582769401,2024-04-16 12:48:03,68.66,已完成,好奇Huggies 金装纸尿裤 婴儿尿不湿超薄柔软超大吸力透气 L46片【9-14kg】
291338342066,2024-04-05 21:08:40,65.66,已完成,好奇Huggies 金装纸尿裤 婴儿尿不湿超薄柔软超大吸力透气 L46片【9-14kg】
291537638280,2024-03-25 23:03:13,28.41,已完成,妙馨思加厚塑料特大号搬家打包袋被子衣服收纳手提行李袋马甲背心袋神器
291370548834,2024-03-21 22:23:57,61.14,已完成,金士顿（Kingston）128GB TF（MicroSD） 存储卡 U1 A1 V10 读100MB/s 游戏机 监控运动相机 行车记录仪 无人机内存卡
291314402511,2024-03-21 22:23:57,68.15,已完成,闪迪sandisk内存卡class10存储sd卡 高速行车记录仪tf卡 手机行车记录仪内存卡 128G至尊高速卡【+2元换购7.9元川宇读卡器
290185507939,2024-02-20 14:14:46,总额 0.00,已完成,【赠券】【请勿从此页面下单，不退不换】京东大药房权益卡 满6减5 权益使用规则请下拉商品详情查看 H
290131924430,2024-02-20 14:14:40,81.68,已完成,十月结晶婴儿湿纸巾【10包*80抽】宝宝手口柔湿巾新生手口专用
290130810191,2024-02-20 14:14:40,9.42,已完成,可心柔（COROU）V9润+柔纸巾婴儿家用面巾纸柔润纸面巾小包便携3层 3层 60抽 5包
290130788015,2024-02-20 14:14:40,74.26,已完成,十月结晶婴儿云柔抽纸乳霜纸宝宝专用柔润纸面巾超柔新生儿抑菌型加柔纸巾 【加柔版】 100抽 12包 4.6/包
290029892047,2024-02-17 19:24:50,37.00,已完成,宜婴新梦想家拉拉裤超薄透气婴儿小内裤男女宝宝通用学步裤干爽尿不湿 【4包更优惠】拉拉裤XXL34片
289991778116,2024-02-13 22:09:54,20.02,已完成,JAJALIN防水防潮帐篷垫子 户外加厚野餐垫 双面铝膜爬行垫子 200CMX200CM
289975306434,2024-02-13 22:09:54,37.67,已完成,宜婴 新梦想家婴儿纸尿裤 XL36片超薄透气柔软尿不湿
289934208169,2024-02-11 14:24:21,218.80,已完成,骆驼【逍遥】户外帐篷涂银防雨防晒野营全自动速开帐大空间  流沙金
289609241971,2024-02-02 12:34:38,349.29,已完成,PIYO PEN小鸡球球第四代AI智能点读笔32G 通用儿童玩具幼儿早教英语早教机 小鸡点读笔32G礼盒装
289557241116,2024-02-02 12:34:38,总额 3.50,已完成,【请勿从此页面下单】京东省省卡 超值权益券包 早买早省 【购买后在 我的-我的订单-查看权益】
