account_type,amount,category,consumer,cost_type,creation_time,description,flow_type,modification_time,payment_type,tag,trans_time
2,19.9,"[50000,50004]",3,1,2021-12-15T07:14:07.000Z,"fertig旗舰店,Fertig洗碗机专用洗碗盐1kg软水盐洗涤粉剂 软水预防水垢",1,2023-04-16T08:35:44.631Z,1,3,2021-11-29T10:48:17.000Z
2,521.8,"[50000,50001]",4,1,2021-12-15T07:14:07.000Z,"巴拉巴拉官方旗舰,【火拼价】巴拉巴拉童装男童毛衣针织打底衫儿童童装秋冬2021新款民族风设计 等多件",1,2024-01-15T02:07:48.719Z,1,2,2021-11-29T18:46:18.000Z
2,8,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"糯米果,收钱码收款",1,2023-04-16T08:35:44.631Z,1,2,2021-11-28T11:15:07.000Z
2,10,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙臭豆腐,收钱码收款",1,2023-04-16T08:35:44.631Z,1,2,2021-11-28T11:10:38.000Z
2,11,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"益阳伍阿姨麻辣烫,收钱码收款",1,2023-04-16T08:35:44.631Z,1,2,2021-11-28T11:02:49.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T11:44:40.000Z
2,89.8,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T11:19:11.000Z
2,23,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙市远觉饮品有限公司,二维码支付",1,2023-04-16T08:35:44.631Z,1,2,2021-11-27T10:49:32.000Z
2,20,,2,,2021-12-15T07:14:07.000Z,",淘宝现金红包提现",2,,1,,2021-11-27T04:31:47.000Z
2,23.76,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T02:31:51.000Z
2,40,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T02:28:04.000Z
2,5.3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T02:25:07.000Z
2,18,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T02:19:40.000Z
2,2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T02:16:50.000Z
2,8.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-27T02:14:30.000Z
2,16.6,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"饿了么,胖子饿了(24品店)外卖订单",1,2023-04-16T08:35:44.631Z,1,2,2021-11-26T06:21:23.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-25T11:25:49.000Z
2,9,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信",1,2023-04-16T08:35:44.631Z,1,2,2021-11-25T11:02:33.000Z
2,18.6,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"饿了么,茶颜悦色(24品四楼欢喜店)外卖订单",1,2023-04-16T08:35:44.631Z,1,2,2021-11-25T04:57:36.000Z
2,28.8,"[10000,10004]",4,3,2021-12-15T07:14:07.000Z,"赛香西饼(十二店),烘焙产品（赛香恒大店）",1,2023-04-16T08:35:44.631Z,1,2,2021-11-25T02:06:56.000Z
2,10.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:18:08.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:13:35.000Z
2,5.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:12:26.000Z
2,12,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:11:40.000Z
2,9,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:08:47.000Z
2,14,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:07:15.000Z
2,13.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:04:20.000Z
2,13,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-24T00:02:09.000Z
2,4.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T23:56:52.000Z
2,15,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T23:53:26.000Z
2,11,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T23:47:59.000Z
2,43,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T23:46:13.000Z
2,58,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T23:43:53.000Z
2,150,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T23:38:42.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-23T11:44:48.000Z
2,9,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信",1,2023-04-16T08:35:44.631Z,1,2,2021-11-23T11:23:32.000Z
2,68,"[90000,90001]",2,2,2021-12-15T07:14:07.000Z,"神牛影智专卖店,背景架横杆伸缩杆 3米背景支架背景布纸可调节横臂悬架摄影棚附件",1,2023-04-16T08:35:44.631Z,1,2,2021-11-23T07:01:57.000Z
2,99,"[90000,90001]",2,2,2021-12-15T07:14:07.000Z,"劲游旗舰店,单色背景纸纯色背景布影楼淘宝网店拍照摄影拍摄拍图背景白色黑色",1,2023-04-16T08:35:44.631Z,1,2,2021-11-23T07:01:19.000Z
2,9,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信",1,2023-04-16T08:35:44.631Z,1,2,2021-11-22T11:31:40.000Z
2,78.2,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-11-22T11:28:07.000Z
2,13,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙市远觉饮品有限公司,二维码支付",1,2023-04-16T08:35:44.631Z,1,2,2021-11-22T10:57:40.000Z
2,15,,2,,2021-12-15T07:14:07.000Z,",淘宝现金红包提现",2,,1,,2021-11-20T05:50:35.000Z
2,2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:51:50.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:51:24.000Z
2,47,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:47:53.000Z
2,22,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:44:01.000Z
2,7.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:41:41.000Z
2,32,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:36:47.000Z
2,2.6,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:26:26.000Z
2,16.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:25:06.000Z
2,3.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:21:06.000Z
2,4.6,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:19:40.000Z
2,16.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:17:22.000Z
2,3.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:14:34.000Z
2,18,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:11:49.000Z
2,21.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:09:21.000Z
2,15.6,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-20T01:01:55.000Z
2,6,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"星巴克(24品购物中心店),湖北星巴克咖啡有限公司",1,2023-04-16T08:35:44.631Z,1,2,2021-11-18T11:13:30.000Z
2,28.55,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-11-18T11:01:13.000Z
2,68.8,"[90000,90001]",2,2,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1221111716500330143821008127",1,2023-04-16T08:35:44.631Z,1,2,2021-11-17T08:40:23.000Z
2,30,"[90000,90001]",2,2,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1621111610500252134320000854",1,2023-04-16T08:35:44.631Z,1,2,2021-11-16T02:49:14.000Z
2,25.8,"[90000,90001]",2,2,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP2321111610200720477778002689",1,2023-04-16T08:35:44.631Z,1,2,2021-11-16T02:27:31.000Z
2,23.76,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:52:33.000Z
2,2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:40:13.000Z
2,29,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:37:18.000Z
2,3.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:35:51.000Z
2,14,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:29:30.000Z
2,10,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:25:38.000Z
2,3.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:23:44.000Z
2,4.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:19:00.000Z
2,4.1,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:18:24.000Z
2,5.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:17:51.000Z
2,4.4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:16:26.000Z
2,5.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:15:20.000Z
2,32,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:04:42.000Z
2,107,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-16T00:02:45.000Z
2,68,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-15T23:56:16.000Z
2,64,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-15T23:54:10.000Z
2,116,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-15T23:49:54.000Z
2,177,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-15T23:46:36.000Z
2,133.38,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"天猫超市,【2021当季新米】十月稻田东北大米长粒香大米 10kg大米20斤粳米",1,2023-04-16T08:35:44.631Z,1,1,2021-11-15T08:51:44.000Z
2,80.49,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-11-14T11:22:07.000Z
2,200,"[60000,60003]",7,1,2021-12-15T07:14:07.000Z,"牛晓红,转账到银行卡-爸养老金",1,2024-01-11T02:57:34.651Z,1,3,2021-11-14T00:45:58.000Z
2,41.8,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"饿了么,周黑鸭(长沙凯德壹中心店)外卖订单",1,2023-04-16T08:35:44.631Z,1,2,2021-11-13T11:30:41.000Z
2,11.88,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:40:14.000Z
2,6,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:37:41.000Z
2,48,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:35:23.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:31:08.000Z
2,4.4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:26:44.000Z
2,23,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:24:59.000Z
2,22,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:13:49.000Z
2,8.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:09:57.000Z
2,30,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T02:07:34.000Z
2,36.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T01:58:32.000Z
2,113.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-11-12T01:56:37.000Z
2,22.8,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"三养食品旗舰店,【狂欢价】韩国进口三养SAMYANG火鸡面巨辣网红泡面速食拉面拌面方便面5连包",1,2023-04-16T08:35:44.631Z,1,2,2021-11-11T13:34:57.000Z
2,22.23,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"养养旗舰店,【狂欢价】泰国进口养养冬阴功酸辣虾方便面70g10包yumyum速食泰式泡面拉面",1,2023-04-16T08:35:44.631Z,1,2,2021-11-11T13:34:57.000Z
2,23.86,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"劲仔旗舰店,【狂欢价】劲仔小鱼干深海小鱼仔湖南特产香辣小黄鱼麻辣海味零食小吃旗舰店",1,2023-04-16T08:35:44.631Z,1,2,2021-11-11T13:34:57.000Z
2,106.84,"[50000,50006]",3,1,2021-12-15T07:14:07.000Z,"flyco飞科官方旗舰店,【狂欢价】飞科理发器电推剪理发神器自己剪剃发电推子家用剃头发电动剃头刀",1,2023-04-16T08:35:44.631Z,1,3,2021-11-11T13:34:57.000Z
2,59.55,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"施华蔻官方旗舰店,【狂欢价】施华蔻泡泡染发剂自己在家染发2021流行色显白泡沫染发膏女黑茶色",1,2023-04-16T08:35:44.631Z,1,2,2021-11-11T05:35:02.000Z
2,43.6,"[50000,50001]",4,1,2021-12-15T07:14:07.000Z,"尼多熊旗舰店,【狂欢价】尼多熊婴儿袜子春秋冬纯棉中长筒儿童袜半筒新生儿男女宝宝堆堆袜 等多件",1,2024-01-10T02:24:16.554Z,1,2,2021-11-11T05:35:02.000Z
2,78.71,"[50000,50003]",2,1,2021-12-15T07:14:07.000Z,"图拉斯旗舰店,【狂欢价】图拉斯苹果12手机壳iPhone12ProMax透明防摔Pro硅胶Max保护套Mini全包镜头新款网红潮牌 等多件",1,2024-01-19T12:39:06.373Z,1,2,2021-11-11T05:35:02.000Z
2,938,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"pola海外旗舰店,【狂欢价】日本POLA宝丽美白丸180粒口服内服全身淡斑褪黑色素抗糖美白片 等多件",1,2023-04-16T08:35:44.631Z,1,2,2021-11-11T02:27:40.000Z
2,70.49,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"宝洁官方旗舰店,【狂欢价】护舒宝秒吸云感棉卫生巾正品姨妈巾日用夜用组合装官方旗舰店",1,2023-04-16T08:35:44.631Z,1,2,2021-11-10T16:39:53.000Z
2,23.19,"[50000,50004]",3,1,2021-12-15T07:14:07.000Z,"靓洁家居专营店,【狂欢价】靓涤垃圾袋抽绳式家用加厚钢袋手提式自动收口厨房圾圾塑料袋大号",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:39:53.000Z
2,77.42,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"沪芯居家日用专营店,ABC卫生巾女日用夜用280mm超薄姨妈巾组合装整箱批官方正品旗舰店 等多件",1,2023-04-16T08:35:44.631Z,1,2,2021-11-10T16:39:53.000Z
2,800,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"雅诗兰黛官方旗舰店,【预售-倒计时】雅诗兰黛面部精华 第七代小棕瓶精华液 修护淡纹",1,2023-04-16T08:35:44.631Z,1,2,2021-11-10T16:30:21.000Z
2,666.38,"[90000,90001]",2,2,2021-12-15T07:14:07.000Z,"西数官方旗舰店,WD西部数据移动硬盘4t西数My Book 4tb高速大容量数据存储 电脑外置机械硬盘 桌面式加密USB3.0兼容苹",1,2023-04-16T08:35:44.631Z,1,2,2021-11-10T16:06:13.000Z
2,121.67,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"medrepair米蓓尔旗舰店,【狂欢价】【立即抢购】米蓓尔蓝绷带面膜涂抹式修护清洁泥膜补水保湿",1,2023-04-16T08:35:44.631Z,1,2,2021-11-10T16:06:13.000Z
2,24.16,"[50000,50002]",3,1,2021-12-15T07:14:07.000Z,"优全生活旗舰店,【6包】湿厕纸80抽家庭实惠装湿巾擦屁屁股女性男私处可冲大包装",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:06:13.000Z
2,77.93,"[50000,50002]",3,1,2021-12-15T07:14:07.000Z,"洁柔旗舰店,【狂欢价】洁柔卷纸卫生纸纸巾 face有芯家用实惠装140g卷筒纸厕纸27卷整箱",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:06:13.000Z
2,31.51,"[50000,50001]",2,1,2021-12-15T07:14:07.000Z,"惠夫人旗舰店,【狂欢价】买一送一防水居家棉拖鞋女士保暖防滑冬季家用可拆卸拆洗情侣室内",1,2024-01-10T02:24:23.655Z,1,2,2021-11-10T16:06:13.000Z
2,34.69,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"荣放旗舰店,【狂欢价】3斤东北黑龙江特产手工土豆粉条马铃薯洋芋正粉丝宗无添加干粉条",1,2023-04-16T08:35:44.631Z,1,1,2021-11-10T16:06:13.000Z
2,17.76,"[50000,50005]",2,1,2021-12-15T07:14:07.000Z,"perfectdiary旗舰店,【狂欢价】完美日记双头自动六角眉笔防水防汗不易脱色持久",1,2023-04-16T08:35:44.631Z,1,2,2021-11-10T16:06:13.000Z
2,220.48,"[50000,50006]",3,1,2021-12-15T07:14:07.000Z,"华元宠物用品专营店,蓝氏狗粮33磅去泪痕鸡肉燕麦通用型幼犬成犬金毛萨摩耶马犬大型犬",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:06:13.000Z
2,39.93,"[50000,50004]",3,1,2021-12-15T07:14:07.000Z,"麦恩诗旗舰店,【狂欢价】麦恩诗垃圾袋家用手提式加厚批发大号实惠装背心厨房超黑色塑料袋",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:06:13.000Z
2,45.2,"[80000,80003]",3,1,2021-12-15T07:14:07.000Z,"阿里健康大药房,【狂欢价】【王一博同款】UNICHARM尤妮佳省水化妆棉卸妆棉湿敷柔软舒适2盒",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:06:13.000Z
2,58.36,"[50000,50008]",3,1,2021-12-15T07:14:07.000Z,"胜保罗旗舰店,镜前灯 卫生间led免打孔浴室镜柜灯卫浴镜子灯北欧简约壁灯",1,2023-04-16T08:35:44.631Z,1,3,2021-11-10T16:06:13.000Z
