id,amount,payee,category,description,account_type,payment_type,consumer,flow_type,tag,abc_type,cost_type,trans_time,creation_time,modification_time
271896,20,"","[100000,100003]",",淘宝现金红包提现","2","1","2","2","",,,"2021-11-27 12:31:47","2025-04-01 00:14:45","2025-04-01 00:14:45"
271897,23.76,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-27 10:31:51","2025-04-01 00:14:45","2025-04-01 00:14:45"
271898,40,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-27 10:28:04","2025-04-01 00:14:45","2025-04-01 00:14:45"
271899,5.3,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-27 10:25:07","2025-04-01 00:14:45","2025-04-01 00:14:45"
271900,18,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-27 10:19:40","2025-04-01 00:14:45","2025-04-01 00:14:45"
271901,2,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-27 10:16:50","2025-04-01 00:14:45","2025-04-01 00:14:45"
271902,8.7,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-27 10:14:30","2025-04-01 00:14:45","2025-04-01 00:14:45"
271903,16.6,"饿了么","[10000,10004]","胖子饿了(24品店)外卖订单","2","1","3","1","2",,,"2021-11-26 14:21:23","2025-04-01 00:14:45","2025-04-01 00:14:45"
271904,3,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-25 19:25:49","2025-04-01 00:14:45","2025-04-01 00:14:45"
271905,9,"胖子饿了长沙市府24品商场店","[10000,10004]","胖子饿了24品生活中心店 收钱吧微信","2","1","3","1","2",,,"2021-11-25 19:02:33","2025-04-01 00:14:45","2025-04-01 00:14:45"
271906,18.6,"饿了么","[10000,10007]","茶颜悦色(24品四楼欢喜店)外卖订单","2","1","3","1","2",,,"2021-11-25 12:57:36","2025-04-01 00:14:45","2025-04-01 00:14:45"
271907,28.8,"赛香西饼(十二店)","[10000,10004]","烘焙产品（赛香恒大店）","2","1","4","1","2",,,"2021-11-25 10:06:56","2025-04-01 00:14:45","2025-04-01 00:14:45"
271908,10.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:18:08","2025-04-01 00:14:45","2025-04-01 00:14:45"
271909,3,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:13:35","2025-04-01 00:14:45","2025-04-01 00:14:45"
271910,5.2,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:12:26","2025-04-01 00:14:45","2025-04-01 00:14:45"
271911,12,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:11:40","2025-04-01 00:14:45","2025-04-01 00:14:45"
271912,9,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:08:47","2025-04-01 00:14:45","2025-04-01 00:14:45"
271913,14,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:07:15","2025-04-01 00:14:45","2025-04-01 00:14:45"
271914,13.8,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:04:20","2025-04-01 00:14:45","2025-04-01 00:14:45"
271915,13,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 08:02:09","2025-04-01 00:14:45","2025-04-01 00:14:45"
271916,4.7,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 07:56:52","2025-04-01 00:14:45","2025-04-01 00:14:45"
271917,15,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 07:53:26","2025-04-01 00:14:45","2025-04-01 00:14:45"
271918,11,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 07:47:59","2025-04-01 00:14:45","2025-04-01 00:14:45"
271919,43,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 07:46:13","2025-04-01 00:14:45","2025-04-01 00:14:45"
271920,58,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 07:43:53","2025-04-01 00:14:45","2025-04-01 00:14:45"
271921,150,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-24 07:38:42","2025-04-01 00:14:45","2025-04-01 00:14:45"
271922,3,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-23 19:44:48","2025-04-01 00:14:45","2025-04-01 00:14:45"
271923,9,"胖子饿了长沙市府24品商场店","[10000,10004]","胖子饿了24品生活中心店 收钱吧微信","2","1","3","1","2",,,"2021-11-23 19:23:32","2025-04-01 00:14:45","2025-04-01 00:14:45"
271924,68,"神牛影智专卖店","[90000,90001]","背景架横杆伸缩杆 3米背景支架背景布纸可调节横臂悬架摄影棚附件","2","1","2","1","2",,,"2021-11-23 15:01:57","2025-04-01 00:14:45","2025-04-01 00:14:45"
271925,99,"劲游旗舰店","[90000,90001]","单色背景纸纯色背景布影楼淘宝网店拍照摄影拍摄拍图背景白色黑色","2","1","2","1","2",,,"2021-11-23 15:01:19","2025-04-01 00:14:45","2025-04-01 00:14:45"
271926,9,"胖子饿了长沙市府24品商场店","[10000,10004]","胖子饿了24品生活中心店 收钱吧微信","2","1","3","1","2",,,"2021-11-22 19:31:40","2025-04-01 00:14:45","2025-04-01 00:14:45"
271927,78.2,"沃尔玛购物广场长沙观沙路店","[10000,10002]","超市商品","2","1","3","1","1",,,"2021-11-22 19:28:07","2025-04-01 00:14:45","2025-04-01 00:14:45"
271928,13,"长沙市远觉饮品有限公司","[10000,10004]","二维码支付","2","1","3","1","2",,,"2021-11-22 18:57:40","2025-04-01 00:14:45","2025-04-01 00:14:45"
271929,15,"","[100000,100003]",",淘宝现金红包提现","2","1","2","2","",,,"2021-11-20 13:50:35","2025-04-01 00:14:45","2025-04-01 00:14:45"
271930,2,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:51:50","2025-04-01 00:14:45","2025-04-01 00:14:45"
271931,3,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:51:24","2025-04-01 00:14:45","2025-04-01 00:14:45"
271932,47,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:47:53","2025-04-01 00:14:45","2025-04-01 00:14:45"
271933,22,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:44:01","2025-04-01 00:14:45","2025-04-01 00:14:45"
271934,7.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:41:41","2025-04-01 00:14:45","2025-04-01 00:14:45"
271935,32,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:36:47","2025-04-01 00:14:45","2025-04-01 00:14:45"
271936,2.6,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:26:26","2025-04-01 00:14:45","2025-04-01 00:14:45"
271937,16.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:25:06","2025-04-01 00:14:45","2025-04-01 00:14:45"
271938,3.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:21:06","2025-04-01 00:14:45","2025-04-01 00:14:45"
271939,4.6,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:19:40","2025-04-01 00:14:45","2025-04-01 00:14:45"
271940,16.8,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:17:22","2025-04-01 00:14:45","2025-04-01 00:14:45"
271941,3.7,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:14:34","2025-04-01 00:14:46","2025-04-01 00:14:46"
271942,18,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:11:49","2025-04-01 00:14:46","2025-04-01 00:14:46"
271943,21.7,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:09:21","2025-04-01 00:14:46","2025-04-01 00:14:46"
271944,15.6,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-20 09:01:55","2025-04-01 00:14:46","2025-04-01 00:14:46"
271945,6,"星巴克(24品购物中心店)","[10000,10004]","湖北星巴克咖啡有限公司","2","1","3","1","2",,,"2021-11-18 19:13:30","2025-04-01 00:14:46","2025-04-01 00:14:46"
271946,28.55,"沃尔玛购物广场长沙观沙路店","[10000,10002]","超市商品","2","1","3","1","1",,,"2021-11-18 19:01:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
271947,68.8,"拼多多","[90000,90001]","圣诞树1.5米1.8/2.1/2.4/3米圣诞节装饰品酒店场景布置家用圣诞树","2","1","2","1","2",,,"2021-11-17 16:40:23","2025-04-01 00:14:46","2025-04-01 00:14:46"
271948,30,"拼多多","[90000,90001]","纯黑色拍照背景布网红摄影道具直播黑布背景立体墙幕布吸光不反光","2","1","2","1","2",,,"2021-11-16 10:49:14","2025-04-01 00:14:46","2025-04-01 00:14:46"
271949,25.8,"拼多多","[90000,90001]","三曼多油纸伞舞蹈伞旗袍秀汉服伞古装吊顶装饰COS古风女古典江南","2","1","2","1","2",,,"2021-11-16 10:27:31","2025-04-01 00:14:46","2025-04-01 00:14:46"
271950,23.76,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:52:33","2025-04-01 00:14:46","2025-04-01 00:14:46"
271951,2,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:40:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
271952,29,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:37:18","2025-04-01 00:14:46","2025-04-01 00:14:46"
271953,3.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:35:51","2025-04-01 00:14:46","2025-04-01 00:14:46"
271954,14,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:29:30","2025-04-01 00:14:46","2025-04-01 00:14:46"
271955,10,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:25:38","2025-04-01 00:14:46","2025-04-01 00:14:46"
271956,3.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:23:44","2025-04-01 00:14:46","2025-04-01 00:14:46"
271957,4.8,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:19:00","2025-04-01 00:14:46","2025-04-01 00:14:46"
271958,4.1,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:18:24","2025-04-01 00:14:46","2025-04-01 00:14:46"
271959,5.2,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:17:51","2025-04-01 00:14:46","2025-04-01 00:14:46"
271960,4.4,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:16:26","2025-04-01 00:14:46","2025-04-01 00:14:46"
271961,5.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:15:20","2025-04-01 00:14:46","2025-04-01 00:14:46"
271962,32,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:04:42","2025-04-01 00:14:46","2025-04-01 00:14:46"
271963,107,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 08:02:45","2025-04-01 00:14:46","2025-04-01 00:14:46"
271964,68,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 07:56:16","2025-04-01 00:14:46","2025-04-01 00:14:46"
271965,64,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 07:54:10","2025-04-01 00:14:46","2025-04-01 00:14:46"
271966,116,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 07:49:54","2025-04-01 00:14:46","2025-04-01 00:14:46"
271967,177,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-16 07:46:36","2025-04-01 00:14:46","2025-04-01 00:14:46"
271968,133.38,"天猫超市","[10000,10002]","【2021当季新米】十月稻田东北大米长粒香大米 10kg大米20斤粳米","2","1","3","1","1",,,"2021-11-15 16:51:44","2025-04-01 00:14:46","2025-04-01 00:14:46"
271969,80.49,"沃尔玛购物广场长沙观沙路店","[10000,10002]","超市商品","2","1","3","1","1",,,"2021-11-14 19:22:07","2025-04-01 00:14:46","2025-04-01 00:14:46"
271970,200,"牛晓红","[60000,60003]","转账到银行卡-爸养老金","2","1","7","1","3",,,"2021-11-14 08:45:58","2025-04-01 00:14:46","2025-04-01 00:14:46"
271971,41.8,"饿了么","[10000,10004]","周黑鸭(长沙凯德壹中心店)外卖订单","2","1","3","1","2",,,"2021-11-13 19:30:41","2025-04-01 00:14:46","2025-04-01 00:14:46"
271972,11.88,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:40:14","2025-04-01 00:14:46","2025-04-01 00:14:46"
271973,6,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:37:41","2025-04-01 00:14:46","2025-04-01 00:14:46"
271974,48,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:35:23","2025-04-01 00:14:46","2025-04-01 00:14:46"
271975,5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:31:08","2025-04-01 00:14:46","2025-04-01 00:14:46"
271976,4.4,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:26:44","2025-04-01 00:14:46","2025-04-01 00:14:46"
271977,23,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:24:59","2025-04-01 00:14:46","2025-04-01 00:14:46"
271978,22,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:13:49","2025-04-01 00:14:46","2025-04-01 00:14:46"
271979,8.8,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:09:57","2025-04-01 00:14:46","2025-04-01 00:14:46"
271980,30,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 10:07:34","2025-04-01 00:14:46","2025-04-01 00:14:46"
271981,36.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 09:58:32","2025-04-01 00:14:46","2025-04-01 00:14:46"
271982,113.5,"Jackfrank","[10000,10001]","亲情卡","2","1","3","1","1",,,"2021-11-12 09:56:37","2025-04-01 00:14:46","2025-04-01 00:14:46"
271983,22.8,"三养食品旗舰店","[10000,10004]","【狂欢价】韩国进口三养SAMYANG火鸡面巨辣网红泡面速食拉面拌面方便面5连包","2","1","3","1","2",,,"2021-11-11 21:34:57","2025-04-01 00:14:46","2025-04-01 00:14:46"
271984,22.23,"养养旗舰店","[10000,10004]","【狂欢价】泰国进口养养冬阴功酸辣虾方便面70g10包yumyum速食泰式泡面拉面","2","1","3","1","2",,,"2021-11-11 21:34:57","2025-04-01 00:14:46","2025-04-01 00:14:46"
271985,23.86,"劲仔旗舰店","[10000,10004]","【狂欢价】劲仔小鱼干深海小鱼仔湖南特产香辣小黄鱼麻辣海味零食小吃旗舰店","2","1","3","1","2",,,"2021-11-11 21:34:57","2025-04-01 00:14:46","2025-04-01 00:14:46"
271986,106.84,"flyco飞科官方旗舰店","[50000,50006]","【狂欢价】飞科理发器电推剪理发神器自己剪剃发电推子家用剃头发电动剃头刀","2","1","3","1","3",,,"2021-11-11 21:34:57","2025-04-01 00:14:46","2025-04-01 00:14:46"
271987,59.55,"施华蔻官方旗舰店","[50000,50005]","【狂欢价】施华蔻泡泡染发剂自己在家染发2021流行色显白泡沫染发膏女黑茶色","2","1","2","1","2",,,"2021-11-11 13:35:02","2025-04-01 00:14:46","2025-04-01 00:14:46"
271988,43.6,"尼多熊旗舰店","[50000,50001]","【狂欢价】尼多熊婴儿袜子春秋冬纯棉中长筒儿童袜半筒新生儿男女宝宝堆堆袜 等多件","2","1","4","1","2",,,"2021-11-11 13:35:02","2025-04-01 00:14:46","2025-04-01 00:14:46"
271989,78.71,"图拉斯旗舰店","[50000,50003]","【狂欢价】图拉斯苹果12手机壳iPhone12ProMax透明防摔Pro硅胶Max保护套Mini全包镜头新款网红潮牌 等多件","2","1","2","1","2",,,"2021-11-11 13:35:02","2025-04-01 00:14:46","2025-04-01 00:14:46"
271990,938,"pola海外旗舰店","[50000,50005]","【狂欢价】日本POLA宝丽美白丸180粒口服内服全身淡斑褪黑色素抗糖美白片 等多件","2","1","2","1","2",,,"2021-11-11 10:27:40","2025-04-01 00:14:46","2025-04-01 00:14:46"
271991,70.49,"宝洁官方旗舰店","[50000,50005]","【狂欢价】护舒宝秒吸云感棉卫生巾正品姨妈巾日用夜用组合装官方旗舰店","2","1","2","1","2",,,"2021-11-11 00:39:53","2025-04-01 00:14:46","2025-04-01 00:14:46"
271992,23.19,"靓洁家居专营店","[50000,50004]","【狂欢价】靓涤垃圾袋抽绳式家用加厚钢袋手提式自动收口厨房圾圾塑料袋大号","2","1","3","1","3",,,"2021-11-11 00:39:53","2025-04-01 00:14:46","2025-04-01 00:14:46"
271993,77.42,"沪芯居家日用专营店","[50000,50005]","ABC卫生巾女日用夜用280mm超薄姨妈巾组合装整箱批官方正品旗舰店 等多件","2","1","2","1","2",,,"2021-11-11 00:39:53","2025-04-01 00:14:46","2025-04-01 00:14:46"
271994,800,"雅诗兰黛官方旗舰店","[50000,50005]","【预售-倒计时】雅诗兰黛面部精华 第七代小棕瓶精华液 修护淡纹","2","1","2","1","2",,,"2021-11-11 00:30:21","2025-04-01 00:14:46","2025-04-01 00:14:46"
271995,666.38,"西数官方旗舰店","[90000,90001]","WD西部数据移动硬盘4t西数My Book 4tb高速大容量数据存储 电脑外置机械硬盘 桌面式加密USB3.0兼容苹","2","1","2","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
271996,121.67,"medrepair米蓓尔旗舰店","[50000,50005]","【狂欢价】【立即抢购】米蓓尔蓝绷带面膜涂抹式修护清洁泥膜补水保湿","2","1","2","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
271997,24.16,"优全生活旗舰店","[50000,50002]","【6包】湿厕纸80抽家庭实惠装湿巾擦屁屁股女性男私处可冲大包装","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
271998,77.93,"洁柔旗舰店","[50000,50002]","【狂欢价】洁柔卷纸卫生纸纸巾 face有芯家用实惠装140g卷筒纸厕纸27卷整箱","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
271999,31.51,"惠夫人旗舰店","[50000,50001]","【狂欢价】买一送一防水居家棉拖鞋女士保暖防滑冬季家用可拆卸拆洗情侣室内","2","1","2","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272000,34.69,"荣放旗舰店","[10000,10001]","【狂欢价】3斤东北黑龙江特产手工土豆粉条马铃薯洋芋正粉丝宗无添加干粉条","2","1","3","1","1",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272001,17.76,"perfectdiary旗舰店","[50000,50005]","【狂欢价】完美日记双头自动六角眉笔防水防汗不易脱色持久","2","1","2","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272002,220.48,"华元宠物用品专营店","[50000,50006]","蓝氏狗粮33磅去泪痕鸡肉燕麦通用型幼犬成犬金毛萨摩耶马犬大型犬","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272003,39.93,"麦恩诗旗舰店","[50000,50004]","【狂欢价】麦恩诗垃圾袋家用手提式加厚批发大号实惠装背心厨房超黑色塑料袋","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272004,45.2,"阿里健康大药房","[80000,80003]","【狂欢价】【王一博同款】UNICHARM尤妮佳省水化妆棉卸妆棉湿敷柔软舒适2盒","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272005,58.36,"胜保罗旗舰店","[50000,50008]","镜前灯 卫生间led免打孔浴室镜柜灯卫浴镜子灯北欧简约壁灯","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272006,171.93,"babylove旗舰店","[50000,50001]","【狂欢价】babylove宝宝夹棉分体套装婴儿保暖加厚棉服秋冬装高腰护肚两件套 等多件","2","1","4","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272007,109.59,"宝洁官方旗舰店","[50000,50002]","【立即抢购】佳洁士美白牙贴闪耀炫白3d牙膜去黄洁白官方10对20片","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272008,414.7,"lancome兰蔻官方旗舰店","[50000,50005]","【狂欢价】【双11抢购】兰蔻明星粉水 补水保湿滋润爽肤水 水润柔肤水","2","1","2","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272009,77.01,"童泰河北专卖店","[50000,50001]","【狂欢价】童泰秋冬装婴儿衣服宝宝内衣套装纯棉男女儿童秋衣套装全棉睡衣 等多件","2","1","4","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272010,49.45,"无印良品muji官方旗舰店","[50000,50005]","【狂欢价】无印良品 MUJI 霍霍巴精油","2","1","2","1","2",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272011,109.12,"科雷家居专营店","[50000,50002]","威猛先生84消毒液家用杀菌白色衣物宠物除霉消毒水漂白剂增白去黄 等多件","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272012,94.11,"堡迪斯旗舰店","[50000,50002]","陶瓷宝宝辅食锅婴儿煎煮一体儿童专用锅搪瓷无劣质涂层不粘小奶锅","2","1","4","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
272013,76.68,"恒安生活馆","[50000,50002]","【狂欢价】心相印抽纸纸巾整箱家用实惠装纸抽餐巾纸卫生纸面巾纸30包整箱装","2","1","3","1","3",,,"2021-11-11 00:06:13","2025-04-01 00:14:46","2025-04-01 00:14:46"
